Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F02012 229.324 165.066 4.42e-17 3.66e-17 2.25e-17 15.91 -571.91 DownC04
F02019 229.397 165.093 4.76e-17 4.4e-17 2.06e-17 11.4 -571.83 DownC04
F02013 228.741 165.032 7.65e-17 5e-17 2.51e-17 20.51 -571.73 DownC04
F02024 229.194 165.265 6.41e-17 4.42e-17 2.75e-17 28.33 -571.87 DownC04
F02040 228.249 165.077 5.74e-17 3.85e-17 2.87e-17 22.18 -572.04 DownC04
F02016 228.648 165.172 5.42e-17 5.04e-17 2.64e-17 14.9 -571.8 DownC04
F02037 228.444 165.144 6.87e-17 4.43e-17 3.33e-17 22.34 -571.92 DownC04
F02039 228.552 165.189 6.81e-17 4.26e-17 2.72e-17 22.35 -571.76 DownC04
F02033 228.541 165.188 5.63e-17 4.13e-17 3e-17 17.75 -571.84 DownC04
F02029 228.569 165.213 6.35e-17 5.34e-17 3.4e-17 14.4 -571.76 DownC04
F02015 228.614 165.23 4.9e-17 3.49e-17 1.81e-17 20.46 -571.95 DownC04
F02025 228.53 165.239 7.24e-17 4.18e-17 2.55e-17 11.37 -571.85 DownC04
F02009 228.36 165.209 7.85e-17 5.12e-17 3.36e-17 19.09 -571.88 DownC04
F02021 228.429 165.226 5.81e-17 4.48e-17 3.31e-17 25.36 -571.88 DownC04
F02018 228.301 165.199 8.45e-17 4.48e-17 3.35e-17 25.71 -571.78 DownC04
F02023 228.443 165.239 5.36e-17 3.66e-17 2.18e-17 14.73 -571.71 DownC04
F02041 228.352 165.232 3.44e-17 3.02e-17 2.1e-17 24.2 -571.73 DownC04
F02028 228.954 165.372 6.42e-17 4.17e-17 2.07e-17 17.29 -571.73 DownC04
F02017 228.372 165.262 3.64e-17 3.76e-17 2.62e-17 20.41 -571.84 DownC04
F02011 228.256 165.263 6.15e-17 3.9e-17 2.53e-17 15.39 -572.0 DownC04
F02036 228.551 165.336 7.12e-17 3.99e-17 2.77e-17 26.36 -571.68 DownC04
F02010 228.364 165.296 8.66e-17 6e-17 4.1e-17 15.46 -571.82 DownC04
F02031 228.452 165.325 5.06e-17 4.68e-17 2.2e-17 18.11 -571.86 DownC04
F02038 228.487 165.332 3.79e-17 2.68e-17 2.33e-17 16.36 -571.9 DownC04
F02030 228.539 165.345 5.27e-17 3.39e-17 2.3e-17 21.24 -571.82 DownC04
F02035 226.824 164.955 7.5e-17 4.96e-17 3.95e-17 17.65 -571.82 DownC04
F02020 228.349 165.326 6.34e-17 3.76e-17 2.33e-17 18.84 -571.8 DownC04
F02027 229.026 165.549 6.19e-17 4.84e-17 2.68e-17 21.3 -571.84 DownC04
F02034 228.245 165.406 5.76e-17 2.85e-17 2.24e-17 14.41 -571.95 DownC04
F02014 227.316 165.248 6.05e-17 4.05e-17 2.93e-17 26.77 -571.94 DownC04
F02022 228.267 165.466 4.96e-17 3.91e-17 2.25e-17 26.77 -571.88 DownC04
F02032 227.59 165.368 5.8e-17 4.51e-17 3.04e-17 18.95 -571.79 DownC04
F02026 227.676 165.417 7.74e-17 5.25e-17 3.8e-17 14.66 -571.92 DownC04
