Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F00044 270.196 45.882 2.11e-16 1.35e-16 9.34e-17 37.73 -308.77 LeftD01
F00039 271.025 45.274 1.79e-16 1.41e-16 8.44e-17 53.87 -308.87 LeftD01
F00042 271.095 45.111 2.3e-16 1.53e-16 9.21e-17 22.35 -308.88 LeftD01
F00046 271.111 45.208 2.11e-16 1.5e-16 1.11e-16 33.11 -308.74 LeftD01
F00045 271.118 45.186 2.24e-16 1.59e-16 9.26e-17 35.15 -308.81 LeftD01
F00040 271.118 45.071 2.18e-16 1.36e-16 9.8e-17 35.29 -308.74 LeftD01
F00037 271.284 45.055 2.06e-16 1.58e-16 1.04e-16 38.72 -308.64 LeftD01
F00038 271.326 45.304 1.8e-16 1.32e-16 9e-17 32.15 -308.73 LeftD01
F00043 271.577 45.641 1.8e-16 1.11e-16 6.69e-17 35.94 -308.78 LeftD01
F00047 271.698 45.786 2.55e-16 1.75e-16 1.23e-16 25.82 -308.66 LeftD01
