Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F08052 249.819 60.581 1.66e-17 1.23e-17 7.16e-18 15.93 -1153.34 LeftB02
F08040 250.08 60.383 1.68e-17 1.13e-17 8.34e-18 11.22 -1153.52 LeftB02
F08051 250.137 60.435 1.57e-17 1.05e-17 6.63e-18 8.85 -1153.53 LeftB02
F08041 250.155 60.472 1.56e-17 1.27e-17 8.72e-18 9.4 -1153.63 LeftB02
F08048 250.212 60.452 1.62e-17 1.03e-17 7.53e-18 7.03 -1153.73 LeftB02
F08056 250.249 60.45 1.55e-17 1.14e-17 6.83e-18 8.24 -1153.66 LeftB02
F08037 250.252 60.367 1.4e-17 1.16e-17 6.79e-18 5.01 -1153.52 LeftB02
F08043 250.255 60.412 1.55e-17 1.03e-17 6.09e-18 9.86 -1153.64 LeftB02
F08025 250.263 60.493 1.26e-17 1.03e-17 6.6e-18 7.97 -1153.61 LeftB02
F08031 250.27 60.456 2.03e-17 1.21e-17 8.46e-18 6.33 -1153.54 LeftB02
F08055 250.273 60.441 1.35e-17 1e-17 6.39e-18 6.85 -1153.59 LeftB02
F08053 250.277 60.42 1.52e-17 1.02e-17 6.35e-18 13.85 -1153.73 LeftB02
F08039 250.279 60.471 1.96e-17 1.17e-17 7.5e-18 7.0 -1153.64 LeftB02
F08046 250.279 60.579 2.05e-17 1.39e-17 9.05e-18 8.48 -1153.5 LeftB02
F08054 250.282 60.38 1.68e-17 1.12e-17 8.76e-18 9.97 -1153.5 LeftB02
F08036 250.303 60.473 1.28e-17 1.05e-17 7.85e-18 6.18 -1153.55 LeftB02
F08033 250.324 60.398 1.57e-17 1.06e-17 7.91e-18 9.84 -1153.67 LeftB02
F08042 250.325 60.546 2.06e-17 1.35e-17 8.39e-18 9.6 -1153.62 LeftB02
F08047 250.326 60.33 1.68e-17 1.21e-17 7.07e-18 7.26 -1153.61 LeftB02
