Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F02803 221.766 99.778 1.87e-17 1.48e-17 1.13e-17 14.52 -912.45 BackF04
F02802 221.835 99.909 2.45e-17 1.41e-17 8.78e-18 14.5 -912.35 BackF04
F02810 221.864 99.82 1.85e-17 1.63e-17 6.86e-18 14.74 -912.53 BackF04
F02799 221.896 99.638 2.27e-17 1.87e-17 1.11e-17 8.99 -912.54 BackF04
F02801 221.913 100.016 2.47e-17 2.16e-17 9.08e-18 8.74 -912.39 BackF04
F02812 221.917 100.261 2.35e-17 1.81e-17 1.15e-17 9.41 -912.44 BackF04
F02798 221.944 99.855 2.73e-17 1.64e-17 1.31e-17 7.67 -912.47 BackF04
F02806 221.974 99.846 3.17e-17 1.95e-17 1.51e-17 10.12 -912.49 BackF04
F02815 221.978 99.863 2.28e-17 2.24e-17 1.14e-17 16.51 -912.42 BackF04
F02796 221.986 99.863 2.94e-17 1.93e-17 1.35e-17 20.16 -912.52 BackF04
F02807 221.987 99.116 2.72e-17 1.8e-17 9.44e-18 11.04 -912.47 BackF04
F02794 221.992 99.854 2.6e-17 1.39e-17 9.47e-18 11.63 -912.63 BackF04
F02813 222.002 99.849 1.75e-17 1.38e-17 7.14e-18 9.56 -912.37 BackF04
F02816 222.009 99.855 2.32e-17 1.84e-17 1e-17 19.06 -912.43 BackF04
F02811 222.012 100.002 2.37e-17 1.32e-17 8.49e-18 13.94 -912.5 BackF04
F02809 222.012 99.809 2.02e-17 1.91e-17 9.79e-18 9.76 -912.56 BackF04
F02804 222.014 99.925 2.66e-17 1.61e-17 1.03e-17 13.7 -912.57 BackF04
F02817 222.014 99.867 2.18e-17 1.26e-17 7.01e-18 13.51 -912.53 BackF04
F02800 222.015 99.76 2.29e-17 1.66e-17 1.09e-17 13.15 -912.53 BackF04
F02797 222.016 99.839 1.99e-17 1.36e-17 1e-17 20.78 -912.58 BackF04
F02795 222.111 100.355 2.55e-17 1.86e-17 8.62e-18 18.98 -912.68 BackF04
F02808 222.146 99.718 2.86e-17 2.22e-17 1.43e-17 11.55 -912.58 BackF04
F02805 222.205 99.865 1.89e-17 1.33e-17 8.93e-18 13.79 -912.55 BackF04
