Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F10269 223.051 125.009 2.16e-17 1.28e-17 1.02e-17 7.3 -1088.66 BackF06
F10271 223.227 124.915 2.07e-17 1.45e-17 1.22e-17 12.43 -1088.85 BackF06
F10274 223.307 124.957 1.41e-17 1.11e-17 5.81e-18 8.68 -1088.67 BackF06
F10282 223.311 124.932 1.39e-17 1.01e-17 5.64e-18 10.76 -1088.85 BackF06
F10272 223.331 124.898 2.14e-17 1.05e-17 5.7e-18 6.19 -1088.78 BackF06
F10270 223.34 124.949 1.5e-17 1.01e-17 1.09e-17 11.79 -1088.83 BackF06
F10279 223.344 124.918 1.99e-17 1.12e-17 1.37e-17 10.48 -1088.81 BackF06
F10278 223.396 124.842 1.47e-17 1.03e-17 1.13e-17 15.97 -1088.67 BackF06
F10267 223.416 124.93 1.82e-17 1.51e-17 7.16e-18 8.06 -1088.61 BackF06
F10280 223.445 125.108 1.13e-17 1.17e-17 5.58e-18 9.39 -1088.77 BackF06
F10275 223.627 125.4 1.05e-17 1.06e-17 6.59e-18 10.52 -1088.69 BackF06
