Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F10903 331.493 170.863 3.94e-17 2.31e-17 1.73e-17 25.18 -818.36 DownC03
F10933 330.545 171.25 3.61e-17 2.43e-17 1.67e-17 15.21 -818.3 DownC03
F10912 332.493 170.86 3.78e-17 2.24e-17 1.79e-17 15.84 -817.98 DownC03
F10932 330.958 171.369 3.07e-17 2.49e-17 1.57e-17 16.09 -818.25 DownC03
F10910 331.032 171.388 2.02e-17 1.31e-17 8.18e-18 10.35 -818.22 DownC03
F10920 332.74 170.92 2.96e-17 2.03e-17 1.16e-17 11.93 -818.14 DownC03
F10924 332.563 171.004 2.19e-17 1.58e-17 1.06e-17 11.67 -818.33 DownC03
F10908 332.433 171.054 2.53e-17 1.97e-17 1.66e-17 14.6 -818.29 DownC03
F10938 332.119 171.147 2.37e-17 1.37e-17 9.82e-18 10.11 -818.21 DownC03
F10919 332.765 170.969 2.44e-17 1.41e-17 1.13e-17 18.59 -818.03 DownC03
F10925 332.661 171.022 2.37e-17 2.11e-17 1.24e-17 11.2 -818.2 DownC03
F10901 332.834 170.987 4.84e-17 2.84e-17 1.76e-17 13.54 -818.17 DownC03
F10913 332.831 170.994 3.49e-17 2.57e-17 1.5e-17 11.32 -818.1 DownC03
F10926 332.955 170.96 3.33e-17 2.27e-17 1.67e-17 8.66 -818.25 DownC03
F10936 333.301 170.859 2.32e-17 1.59e-17 9.81e-18 9.72 -818.18 DownC03
F10918 332.836 171.003 2.94e-17 2.56e-17 1.75e-17 14.62 -818.28 DownC03
F10917 332.664 171.058 2.36e-17 2.27e-17 1.44e-17 10.15 -818.24 DownC03
F10937 332.812 171.022 2.93e-17 2.43e-17 1.33e-17 11.13 -818.2 DownC03
F10929 332.936 170.983 3.2e-17 2.71e-17 1.77e-17 9.16 -818.11 DownC03
F10930 332.677 171.067 4.06e-17 2.3e-17 1.73e-17 13.2 -818.2 DownC03
F10939 332.924 170.996 2.76e-17 1.98e-17 1.21e-17 10.95 -818.21 DownC03
F10916 332.825 171.035 2.91e-17 2.52e-17 1.35e-17 14.0 -818.15 DownC03
F10935 332.811 171.041 2.5e-17 1.54e-17 1.28e-17 9.91 -818.33 DownC03
F10941 332.93 171.005 2.85e-17 2.43e-17 1.31e-17 16.46 -818.26 DownC03
F10922 332.935 171.008 1.87e-17 1.4e-17 1.02e-17 15.8 -818.17 DownC03
F10928 332.922 171.031 3e-17 2.18e-17 1.35e-17 13.55 -818.16 DownC03
F10907 332.963 171.026 2.55e-17 1.49e-17 9.77e-18 9.73 -818.37 DownC03
F10923 333.026 171.006 2.87e-17 2.27e-17 1.27e-17 12.85 -818.1 DownC03
F10906 332.662 171.142 3.33e-17 2.22e-17 1.38e-17 15.34 -818.08 DownC03
F10900 333.082 171.022 3.55e-17 2.38e-17 1.71e-17 18.19 -818.18 DownC03
F10909 333.196 171.021 3.72e-17 2.07e-17 1.48e-17 11.12 -818.04 DownC03
F10905 333.181 171.035 2.49e-17 1.28e-17 1.1e-17 19.27 -818.36 DownC03
F10911 333.26 171.072 2.97e-17 2.26e-17 1.81e-17 14.64 -818.22 DownC03
F10921 333.228 171.097 3.74e-17 1.86e-17 1.64e-17 15.49 -818.17 DownC03
F10927 333.667 170.978 3.14e-17 1.87e-17 1.11e-17 12.72 -818.15 DownC03
F10940 333.55 171.093 2.63e-17 1.85e-17 1.24e-17 14.4 -818.14 DownC03
F10915 333.516 171.121 3.92e-17 2.34e-17 1.38e-17 11.14 -818.32 DownC03
F10914 333.841 171.073 2.38e-17 1.63e-17 1.19e-17 4.56 -818.19 DownC03
F10934 334.205 170.983 3.53e-17 2.13e-17 1.31e-17 11.3 -818.31 DownC03
F10931 333.75 171.157 3.82e-17 2.27e-17 1.64e-17 11.27 -818.3 DownC03
F10904 334.337 170.969 2.83e-17 2.29e-17 1.36e-17 19.17 -818.25 DownC03
F10902 333.711 171.293 2.85e-17 1.73e-17 1.06e-17 15.13 -818.18 DownC03
