Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F02306 279.552 92.515 1.61e-17 1.09e-17 6.6e-18 13.41 -934.1 LeftD04
F02301 279.771 92.568 1.9e-17 1.15e-17 7.68e-18 9.47 -934.15 LeftD04
F02307 279.779 92.638 1.75e-17 1.21e-17 8.62e-18 10.02 -933.84 LeftD04
F02312 279.799 92.63 1.66e-17 1.35e-17 8.81e-18 14.59 -934.06 LeftD04
F02298 279.835 92.608 2.48e-17 2e-17 1.27e-17 9.22 -934.13 LeftD04
F02295 279.839 92.582 2.58e-17 1.87e-17 1.03e-17 11.38 -934.11 LeftD04
F02302 279.845 92.616 2.34e-17 1.45e-17 1.2e-17 12.63 -934.09 LeftD04
F02300 279.852 92.631 1.81e-17 1.59e-17 8.76e-18 7.64 -933.96 LeftD04
F02304 279.853 92.629 2.97e-17 2.27e-17 1.26e-17 11.48 -933.92 LeftD04
F02299 279.859 92.714 2.23e-17 1.76e-17 1.1e-17 13.01 -933.91 LeftD04
F02309 279.87 92.645 1.91e-17 1.5e-17 9.41e-18 11.96 -934.05 LeftD04
F02297 279.875 92.61 2.1e-17 2.01e-17 1.03e-17 17.1 -934.1 LeftD04
F02296 279.891 92.626 2.52e-17 1.46e-17 8.67e-18 11.71 -933.99 LeftD04
F02303 279.896 92.276 2.11e-17 1.41e-17 9.19e-18 13.11 -934.04 LeftD04
F02308 279.91 92.582 2e-17 1.33e-17 1.04e-17 11.88 -934.02 LeftD04
F02310 279.93 92.68 1.92e-17 1.59e-17 9.91e-18 8.47 -934.0 LeftD04
F02305 279.937 92.651 3.14e-17 1.4e-17 9.87e-18 13.26 -934.0 LeftD04
F02311 279.95 92.784 1.91e-17 1.7e-17 1.19e-17 8.97 -934.01 LeftD04
F02294 280.018 92.666 1.86e-17 1.51e-17 1.01e-17 7.93 -934.14 LeftD04
