Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F05230 159.226 132.558 1.59e-17 1.1e-17 9.17e-18 6.84 -978.93 BackB06
F05224 159.441 132.215 1.45e-17 1.15e-17 8.09e-18 11.39 -978.97 BackB06
F05228 159.446 132.393 2.17e-17 1.18e-17 5.87e-18 10.98 -979.08 BackB06
F05215 159.453 132.316 1.72e-17 1.58e-17 1.09e-17 12.56 -978.87 BackB06
F05221 159.547 132.132 3.04e-17 2.04e-17 1.25e-17 7.65 -978.91 BackB06
F05235 159.558 132.261 2.61e-17 1.78e-17 1.24e-17 11.62 -978.95 BackB06
F05225 159.564 132.162 1.58e-17 1.37e-17 9.49e-18 7.88 -979.01 BackB06
F05232 159.584 132.239 1.91e-17 1.43e-17 7.84e-18 7.23 -978.72 BackB06
F05223 159.615 132.317 1.5e-17 1.01e-17 7.98e-18 11.03 -978.85 BackB06
F05217 159.622 132.187 3.29e-17 1.71e-17 1.5e-17 13.21 -979.14 BackB06
F05216 159.643 131.71 1.68e-17 1.18e-17 1.13e-17 11.39 -978.84 BackB06
F05233 159.645 132.217 2.1e-17 1.65e-17 7.67e-18 14.38 -978.9 BackB06
F05222 159.67 132.225 2.81e-17 1.99e-17 1.31e-17 5.54 -978.73 BackB06
F05226 159.671 132.219 1.51e-17 1.01e-17 7.65e-18 10.52 -979.24 BackB06
F05227 159.682 132.216 1.28e-17 1.11e-17 6.44e-18 12.3 -978.99 BackB06
F05231 159.686 132.187 1.46e-17 1.47e-17 5.58e-18 17.77 -979.03 BackB06
F05229 159.696 132.211 1.85e-17 1.06e-17 8.49e-18 9.89 -978.98 BackB06
F05218 159.727 132.263 2.67e-17 1.64e-17 1.09e-17 9.2 -979.06 BackB06
F05220 160.069 132.411 2.19e-17 1.36e-17 7.75e-18 12.84 -979.14 BackB06
