Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F07128 195.534 75.215 1.52e-17 1.28e-17 6.82e-18 12.81 -1010.25 BackE03
F07119 195.536 75.21 1.65e-17 1.07e-17 6.78e-18 14.93 -1010.22 BackE03
F07120 195.536 75.227 1.84e-17 1.84e-17 9.56e-18 12.31 -1010.16 BackE03
F07124 195.539 75.262 1.84e-17 1.12e-17 8.92e-18 12.29 -1010.18 BackE03
F07115 195.544 75.146 1.97e-17 1.31e-17 9.63e-18 10.24 -1010.27 BackE03
F07117 195.545 75.331 1.31e-17 1.15e-17 7.01e-18 10.91 -1010.25 BackE03
F07121 195.55 75.25 2.07e-17 1.56e-17 8.7e-18 12.51 -1010.08 BackE03
F07132 195.551 75.219 1.99e-17 1.25e-17 9.47e-18 9.48 -1010.12 BackE03
F07135 195.555 75.253 2.13e-17 1.61e-17 8.98e-18 14.67 -1010.21 BackE03
F07129 195.57 75.256 2.42e-17 1.79e-17 9.37e-18 10.38 -1010.17 BackE03
F07116 195.571 75.015 2.04e-17 1.52e-17 1.12e-17 11.8 -1009.98 BackE03
F07133 195.571 75.235 1.99e-17 1.68e-17 1.08e-17 17.22 -1010.17 BackE03
