Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Location
F03782 0.015 139.056 1.52e-17 1.04e-17 7.05e-18 9.18 -1094.4 DownD01
F03804 0.029 138.748 2.02e-17 1.49e-17 8.95e-18 10.53 -1094.15 DownD01
F03780 0.034 139.016 1.54e-17 1.28e-17 8.49e-18 7.82 -1094.39 DownD01
F03788 0.038 139.026 1.58e-17 1.16e-17 7.51e-18 12.29 -1094.41 DownD01
F03805 0.045 138.912 1.72e-17 1.26e-17 8.7e-18 9.49 -1094.33 DownD01
F03793 0.06 138.923 1.72e-17 1.34e-17 8.2e-18 14.83 -1094.25 DownD01
F03797 0.11 138.791 1.89e-17 1.21e-17 8.37e-18 7.32 -1094.47 DownD01
F03794 0.119 138.733 1.63e-17 1.19e-17 8.04e-18 11.34 -1094.35 DownD01
F03779 0.151 138.937 2.06e-17 1.3e-17 8.6e-18 10.07 -1094.49 DownD01
F03789 0.211 138.958 2.05e-17 1.34e-17 8.75e-18 7.79 -1094.34 DownD01
F03781 0.221 139.058 1.69e-17 1.18e-17 7.32e-18 8.48 -1094.37 DownD01
